Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1996:Q4,BabyBoom,34.6,41.9,41.7,42.8,31.1,26.6,24.5,20.4,20.3,20.8,10.2,8.2,19.2,29.9,49.6,35,53,26.7,36.5,45.2,58,58,62,52.2,58.4,31.3,49.1,30.7,41948403
1996:Q4,GenX,4,6.8,5.2,11.9,2.7,3.8,1,1.1,1.1,1.1,2,2.5,0.2,2,9.6,0,7,1.1,2.8,9.1,13.4,13.4,10.5,23.9,8.3,1.6,10.3,2.4,18025372
1996:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q1,Silent,61.1,51.1,52.9,44.8,65.9,69.1,72.8,77.6,78.5,75.2,91.1,93.3,81.3,68.4,39.8,64.3,40.1,71.9,59.7,45.3,28.6,28.5,27.3,23.9,32.8,66.8,39.6,66.5,40284882
1997:Q1,BabyBoom,34.8,42,41.7,43,31.4,26.9,25.9,21,20.1,23.5,6.1,3.3,18.4,29.8,50.6,35.6,53.7,27,37.1,45.4,57.8,57.8,61.9,51.7,58.6,31.5,50.1,31,41979981
1997:Q1,GenX,4.1,7,5.4,12.2,2.7,4,1.3,1.4,1.4,1.2,2.8,3.4,0.2,1.8,9.6,0.1,6.2,1.1,3.2,9.3,13.6,13.6,10.8,24.3,8.7,1.7,10.4,2.5,18503192
1997:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q2,Silent,60.1,50.8,52.5,44.8,64.4,68.6,74.2,77.3,78.2,74.9,90.3,92,82.1,65.2,38.8,60.7,37.6,71.5,58.7,44.9,28.4,28.4,27.1,23.9,32,65.7,38.6,65.3,40078938
1997:Q2,BabyBoom,35.4,42.1,41.8,43.1,32.3,27.3,25.1,21.1,20.2,23.7,6.3,3.9,17.6,31.6,51.5,38.4,54.3,27.4,37.7,45.6,57.6,57.6,61.7,51.2,59.3,32.7,51,31.8,42014252
1997:Q2,GenX,4.5,7.2,5.7,12.1,3.3,4.1,0.6,1.6,1.6,1.4,3.4,4,0.3,3.2,9.8,0.9,8.1,1.2,3.5,9.5,14,14,11.2,24.9,8.7,1.7,10.4,3,18974739
1997:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q3,Silent,59.3,50.3,52,44.7,63.4,67.9,73.3,77,77.9,74.8,91.9,93.8,83,63.9,37.8,58.4,35.9,71.1,57.8,44.5,28.1,28.1,26.8,23.8,30.6,63.3,37.6,64.4,39873091
1997:Q3,BabyBoom,35.8,42.2,42,43.1,33,27.7,26,21.3,20.3,23.6,3.9,1.2,16.7,32.4,52.3,40.1,54.8,27.7,38.3,45.7,57.3,57.4,61.4,50.7,62.6,35,51.9,32.3,42054173
1997:Q3,GenX,4.8,7.4,6,12.2,3.7,4.4,0.7,1.7,1.8,1.6,4.2,5,0.3,3.7,9.9,1.4,9.3,1.2,3.9,9.8,14.5,14.5,11.7,25.6,6.8,1.6,10.5,3.3,19440377
1997:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q4,Silent,59,50.1,51.8,44.1,63,67.1,72.3,76.3,77.3,73.4,90.3,91.6,83.9,63.7,36.9,59.3,36,71,56.7,44,28.1,28,26.8,23.7,30.3,63.8,36.7,64,39663217
1997:Q4,BabyBoom,36.1,42.3,41.9,43.4,33.3,28.2,26.9,21.9,20.8,24.8,4.9,2.8,15.8,32.5,53.2,39.5,55.5,27.8,38.9,46,56.9,56.9,61,50.1,62.1,34.5,52.8,32.7,42102702
1997:Q4,GenX,5,7.7,6.2,12.5,3.8,4.7,0.8,1.8,1.8,1.7,4.7,5.6,0.4,3.8,9.9,1.2,8.6,1.2,4.4,9.9,15.1,15.1,12.2,26.2,7.6,1.7,10.5,3.3,19900472
1997:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q1,Silent,57.9,49.7,51.3,43.9,61.5,66.9,69.7,76.2,77.2,73.9,87.6,88.2,84.7,61.5,36.1,56.5,33.9,70.3,56,43.6,28,28,26.7,23.7,29.6,63.2,35.8,62.6,39445189
1998:Q1,BabyBoom,36.7,42.4,42.1,43.5,34.2,28.4,28.8,21.8,20.8,24.2,7.2,5.8,14.8,33.8,54,41.6,55.7,28.4,39.4,46.3,56.5,56.5,60.6,49.8,62.9,35.1,53.8,33.5,42162795
1998:Q1,GenX,5.4,7.9,6.5,12.5,4.3,4.7,1.6,2,2.1,1.9,5.2,6.1,0.5,4.8,9.9,1.9,10.4,1.2,4.6,10.1,15.5,15.5,12.8,26.5,7.5,1.8,10.4,3.8,20355388
1998:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q2,Silent,57.5,49.3,50.9,43.6,61,66.7,69.6,75.9,76.5,74.8,87,87.2,85.6,61.3,35.2,55,33.8,69.2,55.1,43.1,27.7,27.7,26.4,23.5,28.8,62.2,34.8,62.2,39214881
1998:Q2,BabyBoom,37,42.6,42.3,43.7,34.6,28.6,29,22.1,21.5,23.3,7,5.9,13.8,33.9,54.9,42.7,56.4,29.3,39.9,46.6,56.3,56.3,60.4,49.3,64.4,36,54.5,34,42237409
1998:Q2,GenX,5.5,8.1,6.8,12.6,4.4,4.7,1.3,2,2,2,6,6.9,0.6,4.8,9.9,2.3,9.7,1.4,5,10.3,15.9,15.9,13.2,27.2,6.8,1.8,10.6,3.9,20805492
1998:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q3,Silent,57.5,48.3,49.6,44,61.6,66.3,66.9,75,75.6,73.6,82.2,81.5,86.6,64,34.3,56.7,36.1,68.4,54.3,42.7,27.5,27.5,26.1,23.4,28.2,63.6,33.8,62.3,38968169
1998:Q3,BabyBoom,37.3,43.2,43.1,43.6,34.6,28.9,30.9,23.1,22.6,24.3,11.7,11.5,12.7,32.5,55.9,41.5,57.9,29.9,40.4,46.9,56.1,56.1,60.2,48.9,65.1,34.5,56.2,34.2,42329502
1998:Q3,GenX,5.3,8.5,7.4,12.4,3.8,4.8,2.2,1.9,1.9,2.2,6.1,7,0.7,3.5,9.8,1.8,6.1,1.6,5.3,10.5,16.4,16.5,13.7,27.7,6.7,2,10,3.4,21251148
1998:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q4,Silent,55.9,48,49.5,42.9,59.3,65.1,65.4,73.8,74.3,72.5,82.9,82.5,85.5,60.2,34.1,51.9,32.8,66.6,54.3,42,26.9,26.9,25.4,22.7,29.6,64.6,33.3,60.5,38702219
1998:Q4,BabyBoom,38.1,43.1,42.8,44.1,35.9,29.5,32,24.1,23.6,25.2,10.9,10.4,13.9,34.5,55.1,45.6,56.9,31.8,40.5,47.2,56.2,56.2,60.3,49.2,62.4,33.3,57.4,35.2,42440906
1998:Q4,GenX,6,8.9,7.7,13,4.8,5.4,2.7,2.1,2.1,2.2,6.1,7,0.6,5.3,10.8,2.5,10.3,1.7,5.2,10.8,17,17,14.3,28.2,8,2.1,9.3,4.3,21692690
1998:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q1,Silent,55.2,47.3,48.7,42.5,58.7,65.3,64.1,73.5,73.2,74.3,83.4,83.2,84.5,59.8,33.8,49.8,32.3,65.1,54.4,41.3,26.3,26.3,24.7,22,30.7,65.1,33.2,59.8,38419374
1999:Q1,BabyBoom,38.5,43.3,43.1,44.3,36.4,29.4,32.9,24.2,24.5,23.6,10.5,9.7,15.1,34.8,54.6,47.7,56.7,33.3,40.6,47.6,56.4,56.4,60.6,49.6,60.8,32.7,55.3,35.7,42568958
1999:Q1,GenX,6.3,9.3,8.2,13.3,4.9,5.3,3.1,2.3,2.3,2.1,6.1,7,0.4,5.4,11.6,2.5,11,1.7,5,11.1,17.3,17.3,14.7,28.4,8.5,2.2,11.5,4.5,22130327
1999:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q2,Silent,54.3,46.9,48.3,41.6,57.5,65.7,65.4,72.6,72,74.1,83.3,83.3,83.5,58.2,33.6,46.7,31.3,63.5,54.2,40.6,25.6,25.6,24,21.3,31.9,62.6,32.9,58.8,38123269
1999:Q2,BabyBoom,39.1,43.5,43.2,44.6,37.2,29.2,32.3,25,25.5,23.7,10.7,9.7,16.2,35.7,54,50.5,56.5,34.9,40.7,47.9,56.7,56.7,60.8,49.9,58.7,35.3,54.8,36.3,42709873
1999:Q2,GenX,6.6,9.6,8.4,13.8,5.3,5.1,2.4,2.4,2.5,2.2,6,7,0.3,6.1,12.4,2.8,12.2,1.7,5.1,11.4,17.7,17.7,15.2,28.8,9.4,2.1,12.3,4.8,22564237
1999:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q3,Silent,53.8,46.1,47.5,41.2,57.2,65.4,64.9,71.9,70.9,74.3,80.3,80,82.6,58.4,33.2,46.7,32,62.1,53.7,40.1,25,25,23.4,20.6,32.8,63.2,32.6,58.5,37817540
1999:Q3,BabyBoom,39.6,43.8,43.6,44.8,37.7,29.3,32.7,25.6,26.4,23.5,14.3,13.8,17.3,35.7,53.7,51.1,56.8,36.2,41,48.1,56.7,56.7,60.7,50.2,57.6,34.6,54.4,36.8,42859863
1999:Q3,GenX,6.6,10,9,14,5.1,5.3,2.4,2.5,2.7,2.2,5.4,6.3,0.1,5.9,13.1,2.2,11.2,1.7,5.3,11.8,18.3,18.3,15.9,29.2,9.6,2.2,13.1,4.8,22994598
1999:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q4,Silent,52.2,45.6,47,40.4,55.1,64.5,62.6,69.5,69.4,69.6,75,73.9,81.6,55.7,33,40.8,30.2,60.3,53.6,40.6,24.5,24.5,23,19.9,33.8,58.5,32.3,56.6,37505821
1999:Q4,BabyBoom,40.5,44,43.7,45.1,39,29.8,34.1,28,28,28,20.6,21,18.4,37.1,52.8,55.7,56.3,37.9,41.1,46.5,56.6,56.6,60.3,50.6,56,39.6,53.2,37.9,43015141
1999:Q4,GenX,7.3,10.5,9.4,14.5,6,5.7,3.3,2.5,2.6,2.4,4.4,5.1,0,7.3,14.2,3.5,13.5,1.7,5.3,12.9,18.9,18.9,16.8,29.5,10.2,1.8,14.5,5.5,23421587
1999:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q1,Silent,51.4,45,46.4,39.9,54.1,64,61.4,68.6,68.6,68.7,74.1,73.1,80.4,54.7,32.7,38,29.6,58.9,53.6,40,24.1,24.1,22.6,19.3,34.8,55.4,31.9,55.6,37191747
2000:Q1,BabyBoom,41,44.2,44,45.3,39.6,30.1,34.9,28.6,28.5,28.9,21.7,22,19.5,37.6,52.4,58.1,56.2,39.4,41.3,46.7,56.5,56.5,59.7,51.1,54,43,53.6,38.6,43171921
2000:Q1,GenX,7.6,10.7,9.6,14.9,6.3,5.9,3.7,2.8,2.9,2.4,4.2,4.9,0.1,7.7,14.9,3.8,14.3,1.7,5.1,13.3,19.4,19.4,17.7,29.6,11.2,1.6,14.6,5.8,23845383
2000:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q2,Silent,50.9,44.4,45.7,39.2,53.8,63.9,62.6,68.3,67.8,70.5,75.8,75.2,79.2,54.9,32.3,37,29.9,57.6,53.1,39.5,23.6,23.5,22.1,18.7,35.7,58.3,31.5,55.2,36878955
2000:Q2,BabyBoom,41.4,44.6,44.3,45.5,40,30.1,34.4,28.8,29.1,27.2,19.8,19.6,20.7,37.6,52,59.4,56.4,40.6,41.5,46.9,56.3,56.3,59.5,51.4,52.7,39.8,53,39,43326417
2000:Q2,GenX,7.7,11.1,10,15.3,6.2,5.9,3,3,3.1,2.4,4.5,5.2,0.2,7.5,15.6,3.6,13.7,1.8,5.3,13.6,20.1,20.2,18.4,30,11.6,1.9,15.5,5.7,24266162
2000:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q3,Silent,50.2,43.6,44.7,39,53.2,63.9,61.8,67.8,66.9,71.4,74.1,73.5,78,54.6,32,35,29.7,56.3,52.7,39,23,23,21.5,18,36.5,58.4,31.2,54.5,36571079
2000:Q3,BabyBoom,41.9,45,44.8,45.6,40.5,30.2,35,29.1,29.8,26.2,21.8,21.8,21.8,37.8,51.6,61.3,56.5,42,41.8,47,56.1,56.2,59.2,51.7,51.7,39.6,52.7,39.6,43474840
2000:Q3,GenX,7.9,11.4,10.4,15.4,6.3,5.9,3.2,3.1,3.3,2.3,4.2,4.8,0.3,7.6,16.4,3.7,13.8,1.8,5.6,14,20.8,20.9,19.2,30.3,11.8,2,16.1,5.8,24684104
2000:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q4,Silent,49.9,43.1,44.4,38.1,53.2,62.9,60.3,67,65.5,72.8,68.9,67.8,76.8,55.8,31.7,34.9,30.6,55.2,52.4,38.4,22.5,22.5,21,17.3,37.5,64.8,30.9,54.5,36271754
2000:Q4,BabyBoom,42.3,45.2,45,45.9,40.9,30.7,35.9,30.1,31.4,24.9,27.8,28.5,22.8,37.4,51.3,61.9,57,43,41.9,47.3,55.9,55.9,59.3,51.9,49.4,32.5,51.5,40,43613406
2000:Q4,GenX,7.8,11.7,10.6,16,5.9,6.4,3.8,2.9,3.1,2.3,3.3,3.7,0.4,6.8,17.1,3.1,12.5,1.8,5.6,14.4,21.5,21.5,19.7,30.8,13.1,2.7,17.6,5.5,25099384
2000:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q1,Silent,49.6,42.7,43.9,37.5,53.2,61,58.2,67.9,65.3,74.6,70.6,69.8,76.1,56.9,31.4,34.6,32.3,54,52.3,37.8,22.1,22.1,20.5,16.8,38.2,70.7,30.5,54.2,35984617
2001:Q1,BabyBoom,42.7,45.5,45.4,46.1,41.2,31.7,37,28.9,31.1,23.1,25.9,26.2,23.7,37,50.8,62.8,57.9,44.3,42.1,47.4,55.9,55.9,59.3,52.2,49,26,51.8,40.5,43738326
2001:Q1,GenX,7.7,11.8,10.7,16.4,5.6,7.3,4.8,3.2,3.6,2.2,3.5,4,0.3,6.1,17.8,2.6,9.8,1.8,5.6,14.7,22,22,20.2,31,12.7,3.3,17.7,5.3,25512182
2001:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q2,Silent,48.9,42.1,43.3,37.1,52.4,60.7,58.6,67.7,64.7,75,70.2,69.5,75.3,55.5,31.1,32.7,31.5,52.9,52,37.5,21.5,21.5,19.8,16.2,39.1,70.7,30.1,53.4,35713301
2001:Q2,BabyBoom,43.1,45.8,45.7,46.3,41.7,31.8,36.9,29,31.5,22.8,26.4,26.7,24.5,37.7,50.3,64.6,57.7,45.2,42.3,47.3,56.1,56.1,59.5,52.4,48,25.9,51.6,40.9,43845815
2001:Q2,GenX,8,12.1,11,16.6,5.9,7.5,4.5,3.4,3.8,2.3,3.3,3.8,0.2,6.8,18.6,2.8,10.8,1.9,5.7,15.2,22.4,22.4,20.7,31.3,12.9,3.4,18.3,5.6,25922675
2001:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q3,Silent,48.6,41.3,42.4,36.7,52.6,60.2,57.9,66.9,63.6,75.3,64.1,62.6,74.6,57.4,30.6,32.1,33.6,52.1,51.8,37.2,21,21,19.4,15.6,40,62.6,29.8,53.5,35461444
2001:Q3,BabyBoom,43.5,46.2,46.2,46.3,42,32,37.4,29.8,32.7,22.4,33.6,34.7,25.3,37,49.7,65.5,58.8,45.9,42.4,47,55.8,55.8,58.6,52.6,45.5,34.7,50.1,41.3,43932085
2001:Q3,GenX,7.9,12.4,11.4,16.8,5.4,7.7,4.7,3.3,3.7,2.3,2.3,2.6,0.1,5.6,19.2,2.3,7.7,2,5.7,15.6,23,23,21.8,31.4,14.5,2.7,19.6,5.2,26331041
2001:Q3,Millennial,0.1,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.2,0.2,0.2,0.2,0.4,0,0,0.5,0,771266
2001:Q4,Silent,47.9,41,42.1,36.4,51.7,59.6,56.1,67.1,64.3,73.7,67,66,73.9,55.3,31.8,31.3,31.9,51.7,51,37.1,20.3,20.3,18.5,15.7,41.5,69.3,30.8,52.7,35231549
2001:Q4,BabyBoom,43.8,46.2,46.2,46.3,42.5,32.4,38.4,29.5,31.8,24,30.1,30.7,26,38.2,49.1,66.2,59,46.2,43.1,46.9,56.4,56.4,60.1,51.6,45.9,27.2,49.9,41.6,43994523
2001:Q4,GenX,8.2,12.6,11.6,17,5.9,8,5.5,3.4,3.9,2.3,2.9,3.3,0.1,6.5,18.6,2.4,9.1,2.1,5.9,15.7,23.2,23.2,21.3,32.2,12.6,3.6,18.7,5.6,26737207
2001:Q4,Millennial,0.1,0.1,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0.2,0.2,0.1,0.5,0,0,0.6,0,988997
2002:Q1,Silent,47.4,40.6,41.6,36,51.1,58.9,55.9,66.8,64.7,71.8,68.3,67.5,73.3,54.8,32.8,31.9,30.5,51.6,49.9,37,19.9,19.9,18.1,15.9,42.8,67.8,31.8,52.2,35021609
2002:Q1,BabyBoom,44.1,46.3,46.3,46.3,42.8,32.7,38.6,29.6,31.2,25.7,28.6,28.9,26.7,38.7,48.5,66.2,59.3,46.3,43.8,46.8,55.9,55.9,59.3,51.1,45.2,28.6,49.3,42,44035211
2002:Q1,GenX,8.5,12.9,11.9,17.3,6,8.4,5.5,3.5,4,2.4,3.1,3.6,0.1,6.4,18.1,1.9,10.1,2.1,6.3,15.9,24,24,22.4,32.4,11.9,3.6,18.2,5.8,27140105
2002:Q1,Millennial,0.1,0.2,0.1,0.4,0,0.1,0,0.1,0,0.1,0,0,0,0,0.6,0,0,0,0,0.3,0.3,0.3,0.2,0.6,0,0,0.7,0.1,1219053
2002:Q2,Silent,47.3,40.1,41.1,35.7,51.4,59,56,67.3,65,71.7,71.4,71.2,72.6,55.7,33.9,32.6,31.5,51.5,48.9,37.1,19.5,19.4,17.7,16,44,69.5,32.9,52.3,34828483
2002:Q2,BabyBoom,44.2,46.3,46.4,46.3,42.9,32.6,38.7,29.1,30.8,25.9,24.9,24.5,27.3,38.9,48,66.1,61.1,46.3,44.4,46.5,55.3,55.3,58.7,50.4,45.4,26.4,49.1,42.2,44057400
2002:Q2,GenX,8.4,13.3,12.4,17.6,5.6,8.3,5.3,3.5,4.1,2.4,3.7,4.3,0.1,5.4,17.5,1.3,7.4,2.1,6.6,16.1,24.8,24.9,23.4,32.9,10.6,4.1,17.3,5.4,27538417
2002:Q2,Millennial,0.1,0.2,0.2,0.5,0,0.1,0,0,0.1,0,0,0,0,0,0.7,0,0,0,0,0.3,0.3,0.3,0.2,0.7,0,0,0.8,0.1,1461077
2002:Q3,Silent,47.2,39.5,40.3,35.8,51.8,58.2,55.7,67.6,65.4,71.2,72.4,72.5,72,58.3,35,33.3,32.9,51.5,47.9,37.1,19,19,17.1,16.1,45,70.1,33.8,52.5,34649032
2002:Q3,BabyBoom,44.4,46.5,46.6,46.1,43.1,33,38.9,28.8,30.3,26.3,23.6,22.9,27.9,38.7,47.5,66.1,63.2,46.4,45,46.3,55.2,55.2,58.7,49.7,44.8,25.5,48.3,42.3,44064346
2002:Q3,GenX,8.3,13.8,12.9,17.6,5,8.7,5.3,3.5,4.2,2.5,4,4.7,0.1,3,16.8,0.6,3.9,2.2,7.1,16.3,25.4,25.4,23.9,33.4,10.3,4.4,17.1,5.1,27930823
2002:Q3,Millennial,0.1,0.2,0.2,0.5,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0.7,0,0,0,0,0.4,0.4,0.4,0.2,0.8,0,0,0.8,0.1,1714712
2002:Q4,Silent,46.7,39,39.7,35.8,51.3,58,54.3,68.4,65.9,71.5,74.3,74.8,71.5,57,36.1,31.6,31.6,51.3,47.1,37.2,18.5,18.5,16.6,16.1,45.9,68.3,34.9,52.1,34480118
2002:Q4,BabyBoom,44.6,46.6,46.8,46,43.4,33.1,39.6,28,29.5,26.1,21.2,20,28.4,39.6,47,67.2,63.4,46.5,45.7,45.9,55.1,55.1,58.6,49,44.6,27.2,48,42.7,44059302
2002:Q4,GenX,8.6,14.1,13.3,17.6,5.2,8.8,6,3.5,4.4,2.5,4.4,5.2,0.1,3.5,16.2,1.2,5.1,2.2,7.1,16.5,26,26,24.5,33.9,9.5,4.5,16.3,5.2,28316006
2002:Q4,Millennial,0.1,0.3,0.2,0.6,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0.8,0,0,0,0,0.4,0.4,0.4,0.3,1,0,0,0.8,0.1,1979602
2003:Q1,Silent,46.2,38.7,39.4,35.4,50.9,56.8,54.3,67.7,66.3,69.7,73.6,74.1,70.8,57.5,37.1,31,31.1,51.3,46.1,37.2,18.1,18,16.2,16.3,46.6,64,35.5,51.7,34318602
2003:Q1,BabyBoom,44.9,46.7,46.8,46,43.8,33.6,39.7,28.5,29.1,27.8,21.9,20.7,29,40.1,46.5,67.8,64.1,46.4,46.2,45.7,55.1,55.1,58.5,48.4,43.9,31.7,47,42.9,44045522
2003:Q1,GenX,8.7,14.3,13.5,17.8,5.2,9.4,5.9,3.6,4.5,2.5,4.5,5.2,0.1,2.4,15.6,1.2,4.8,2.2,7.6,16.7,26.4,26.4,25,34.2,9.5,4.2,16.8,5.2,28692645
2003:Q1,Millennial,0.2,0.3,0.2,0.7,0.1,0.2,0.1,0.1,0.2,0,0,0,0,0,0.8,0,0,0,0,0.5,0.4,0.4,0.3,1.1,0,0,0.7,0.1,2255391
2003:Q2,Silent,45.4,38.3,38.9,35.2,49.7,56.4,54.2,67.2,66.5,68.2,65.8,65.1,70.3,54.5,37.9,29.3,28.8,51.3,45.1,37.1,17.6,17.5,15.8,16.3,47.3,51.4,36.4,50.9,34161343
2003:Q2,BabyBoom,45.3,46.7,46.9,46,44.4,33.7,39.8,28.9,28.8,29.2,31,31.2,29.5,41.3,46.1,68.8,63.2,46.5,46.7,45.5,55.2,55.2,58.1,47.8,43.1,45.8,46.6,43.3,44026259
2003:Q2,GenX,9.1,14.6,13.9,18,5.8,9.7,5.9,3.7,4.5,2.6,3.2,3.7,0.1,4.2,15.2,1.9,7.9,2.3,8.1,16.9,26.8,26.8,25.9,34.6,9.6,2.8,16.3,5.7,29059424
2003:Q2,Millennial,0.2,0.4,0.3,0.8,0.1,0.2,0.1,0.1,0.2,0,0,0,0,0,0.7,0,0,0,0.1,0.5,0.5,0.5,0.3,1.3,0,0.1,0.7,0.1,2541722
2003:Q3,Silent,44.9,37.7,38.2,35.3,49.2,56.6,54.3,66.3,66.5,65.9,66.2,65.7,69.5,53.3,38.8,28.5,28.1,51.3,44.1,37.2,17.2,17.2,15.4,16.4,47.9,52.3,37.3,50.3,34005204
2003:Q3,BabyBoom,45.5,46.9,47.1,45.8,44.7,33.6,39.9,29.7,28.8,31.3,30.4,30.4,30.2,42,45.8,69.4,63.6,46.4,47.2,45.2,54.4,54.4,57.1,47.2,43.1,44.5,46.4,43.8,44004768
2003:Q3,GenX,9.4,15,14.4,18,6,9.6,5.7,3.8,4.4,2.7,3.4,3.9,0.3,4.7,14.8,2.1,8.4,2.3,8.6,17.1,27.7,27.8,27,35,9,3.2,15.6,5.8,29415023
2003:Q3,Millennial,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.3,0.1,0,0,0,0,0.6,0,0,0,0.1,0.6,0.6,0.6,0.5,1.4,0,0,0.7,0.1,2838239
2003:Q4,Silent,44.3,37.3,37.7,35.3,48.4,56.3,54.2,66.3,66.6,65.7,67.2,66.9,68.9,51.4,39.6,26.8,26.4,51.2,43.2,37.2,17,17,15,16.4,48,55.2,38.4,49.6,33847045
2003:Q4,BabyBoom,45.7,47,47.2,45.7,44.9,33.7,40,29.9,28.9,31.6,29.1,28.9,30.7,42.8,45.5,70.4,62.9,46.5,47.6,44.9,54.1,54.1,57.2,46.5,40.1,40.9,46.3,44,43984301
2003:Q4,GenX,9.8,15.3,14.8,18,6.6,9.7,5.7,3.7,4.3,2.7,3.7,4.2,0.4,5.8,14.3,2.8,10.7,2.3,9,17.3,28.2,28.2,27.3,35.4,11.9,3.9,14.7,6.2,29758124
2003:Q4,Millennial,0.2,0.4,0.3,1,0.1,0.2,0.1,0.2,0.3,0,0,0,0,0,0.6,0,0.1,0,0.1,0.7,0.7,0.7,0.4,1.6,0.1,0,0.7,0.1,3144585
2004:Q1,Silent,44,36.9,37.2,35.1,48.1,55.6,54.1,65.1,65,65.1,66.2,65.9,68.5,50.3,40.6,25.7,25.8,50.8,42.3,37.1,16.7,16.6,14.7,16.5,48.4,52.2,39.5,49.1,33683727
